momento de captura,rango de edad,industria,salario anual,compensaciones extra anuales,moneda,otra moneda,pais,estado us,ciudad,experiencia total,experiencia especifica,nivel educativo,genero,etnia
28/04/2021 13:58:15,25-34,"Accounting, Banking & Finance",60000,12000.0,GBP,,United Kingdom ,,London ,11 - 20 years,5-7 years,College degree,Woman,Black or African American
28/04/2021 13:58:23,45-54,Computing or Tech,154000,20000.0,USD,,United States,Massachusetts,Lowell,21 - 30 years,21 - 30 years,Master's degree,Man,White
28/04/2021 13:58:23,25-34,Ecommerce - Technology,125000,20000.0,USD,,US,New York,New York,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
28/04/2021 13:58:31,35-44,Nonprofits,156000,0.0,USD,,USA,New York,New York,11 - 20 years,5-7 years,Master's degree,Woman,Another option not listed here or prefer not to answer
28/04/2021 13:58:43,25-34,Art & Design,88000,0.0,USD,,United States,Virginia,Fairfax,8 - 10 years,8 - 10 years,College degree,Woman,White
28/04/2021 13:58:50,25-34,Media & Digital,40000,,USD,,United States,Louisiana,Baton Rouge,8 - 10 years,8 - 10 years,Some college,Woman,Black or African American
28/04/2021 13:58:50,35-44,Computing or Tech,82000,0.0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,College degree,Man,White
28/04/2021 13:58:51,25-34,"Marketing, Advertising & PR",55000,0.0,USD,,USA,Washington,Tacoma,11 - 20 years,5-7 years,Some college,Man,White
28/04/2021 13:59:03,25-34,Computing or Tech,50000,500.0,USD,,U.S.,Oregon,Corvallis,2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 13:59:03,45-54,Government and Public Administration,77000,0.0,USD,,US,Maryland,baltimore metro,11 - 20 years,8 - 10 years,Master's degree,Woman,White
28/04/2021 13:59:10,25-34,Computing or Tech,140000,10000.0,USD,,USA,,Madison,8 - 10 years,8 - 10 years,,,
28/04/2021 13:59:12,25-34,Health care,140000,0.0,USD,,United States,California,Sunnyvale,8 - 10 years,5-7 years,College degree,Woman,White
28/04/2021 13:59:13,35-44,Nonprofits,64000,,USD,,United States,New York,New York,11 - 20 years,5-7 years,Master's degree,Woman,White
28/04/2021 13:59:18,25-34,Recruitment or HR,16800,,EUR,,Greece,,Athens,5-7 years,2 - 4 years,College degree,Woman,White
28/04/2021 13:59:20,35-44,Law,88400,,CHF,,Switzerland,,Zurich,21 - 30 years,11 - 20 years,College degree,Woman,White
28/04/2021 13:59:21,35-44,Retail,119000,0.0,USD,,United States,Idaho,Boise,21 - 30 years,5-7 years,College degree,Woman,White
28/04/2021 13:59:25,25-34,"Marketing, Advertising & PR",89612,,USD,,United States,Virginia,Arlington,5-7 years,5-7 years,College degree,Woman,White
28/04/2021 13:59:32,25-34,Recruitment or HR,53000,5000.0,USD,,USA,Tennessee,Memphis,8 - 10 years,5-7 years,College degree,Woman,White
28/04/2021 13:59:40,35-44,Computing or Tech,175000,50000.0,USD,,US,Washington,Seattle,21 - 30 years,21 - 30 years,Some college,Non-binary,Another option not listed here or prefer not to answer
28/04/2021 14:00:05,25-34,Computing or Tech,102000,30000.0,USD,,US,Oregon,Portland,5-7 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:00:07,25-34,"Marketing, Advertising & PR",72000,0.0,USD,,U.S.,Ohio,Cincinnati,2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:00:07,35-44,Oil,689000,100000.0,GBP,NOK,Norway ,,Oslo,11 - 20 years,2 - 4 years,College degree,Man,White
28/04/2021 14:00:08,35-44,Computing or Tech,100000,,USD,,USA,California,Novato,11 - 20 years,5-7 years,College degree,Man,White
28/04/2021 14:00:10,35-44,Computing or Tech,119500,0.0,USD,,USA,Virginia,Reston,8 - 10 years,1 year or less,Master's degree,Woman,White
28/04/2021 14:00:12,25-34,Child Care Resource and Referral Agency,3200,0.0,USD,,United States,New York,Kingston,5-7 years,1 year or less,College degree,Woman,Asian or Asian American
28/04/2021 14:00:21,45-54,Engineering or Manufacturing,100000,9000.0,USD,,USA,Michigan,Livonia,21 - 30 years,21 - 30 years,Master's degree,Man,White
28/04/2021 14:00:25,25-34,"Accounting, Banking & Finance",47216,0.0,USD,,USA,California,Fullerton,2 - 4 years,1 year or less,College degree,Woman,Middle Eastern or Northern African
28/04/2021 14:00:28,25-34,Computing or Tech,135000,25000.0,USD,,USA,California,Bay Area,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
28/04/2021 14:00:39,25-34,Utilities & Telecommunications,35000,2000.0,GBP,,United Kingdom ,,London ,5-7 years,5-7 years,College degree,Non-binary,White
28/04/2021 14:00:52,25-34,Engineering or Manufacturing,95000,5000.0,USD,,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
28/04/2021 14:00:58,25-34,Nonprofits,48000,1300.0,USD,,USA,Wisconsin,Madison,5-7 years,5-7 years,College degree,Woman,White
28/04/2021 14:01:03,35-44,Health care,79000,,EUR,,Ireland,,Co Meath,11 - 20 years,11 - 20 years,Master's degree,Man,White
28/04/2021 14:01:03,35-44,Recruitment or HR,85000,5000.0,USD,,United States ,Pennsylvania,King of Prussia ,21 - 30 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:01:03,35-44,Property or Construction,116700,8000.0,USD,,United States,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:01:03,35-44,Distribution,128000,16000.0,USD,,USA,Virginia,Williamsburg,11 - 20 years,11 - 20 years,Master's degree,Woman,Native American or Alaska Native
28/04/2021 14:01:04,25-34,Education (Higher Education),78000,0.0,USD,,United States,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree,Man,White
28/04/2021 14:01:04,35-44,Health care,85280,250.0,USD,,USA,Pennsylvania,Pittsburgh,11 - 20 years,5-7 years,College degree,Woman,White
28/04/2021 14:01:19,25-34,Social Work,37000,0.0,USD,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:01:39,25-34,"Accounting, Banking & Finance",71500,1400.0,USD,,United States,Kansas,Lenexa,5-7 years,5-7 years,Master's degree,Man,White
28/04/2021 14:01:40,35-44,"Accounting, Banking & Finance",120000,30000.0,USD,,USA,Illinois,Chicago,21 - 30 years,21 - 30 years,Master's degree,Man,White
28/04/2021 14:01:42,25-34,Government and Public Administration,50000,,USD,,USA,Tennessee,Maryville ,8 - 10 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:01:43,25-34,Computing or Tech,68000,,CAD,,Canada,,Kitchener,5-7 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:01:44,35-44,Nonprofits,83300,4000.0,USD,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:01:59,35-44,Education (Primary/Secondary),40000,0.0,USD,,United States,Tennessee,Nashville,11 - 20 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:02:01,35-44,Sales,89000,24000.0,USD,,USA ,Georgia,Metro Atlanta,11 - 20 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:02:02,35-44,Government and Public Administration,76000,,USD,,US,Utah,Salt Lake,21 - 30 years,11 - 20 years,Master's degree,Woman,White
28/04/2021 14:02:11,35-44,Nonprofits,48000,0.0,USD,,Usa,Connecticut,Hartford,8 - 10 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:02:21,25-34,Business or Consulting,135000,0.0,USD,,USA,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
28/04/2021 14:02:25,35-44,Law,162000,,USD,,Usa,North Carolina,Raleigh,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
28/04/2021 14:02:27,25-34,Education (Higher Education),65000,,USD,,USA,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
28/04/2021 14:02:30,35-44,Architecture,58000,3500.0,USD,,US,Indiana,South Bend,21 - 30 years,21 - 30 years,College degree,Man,Black or African American
28/04/2021 14:02:32,25-34,Engineering or Manufacturing,125000,30000.0,USD,,USA,California,Santa Clara,8 - 10 years,8 - 10 years,PhD,Woman,White
28/04/2021 14:02:41,25-34,Computing or Tech,170000,130000.0,USD,,USA,California,San Francisco,2 - 4 years,2 - 4 years,,,
28/04/2021 14:02:47,25-34,Art & Design,32240,1200.0,USD,,United States,Florida,Jacksonville,8 - 10 years,2 - 4 years,College degree,Woman,Asian or Asian American
28/04/2021 14:02:55,45-54,Retail,25000,2000.0,USD,,USA,Connecticut,Hartford,21 - 30 years,21 - 30 years,Master's degree,Woman,White
28/04/2021 14:03:02,35-44,Education (Primary/Secondary),82000,1500.0,USD,,United States,New Jersey,Princeton,11 - 20 years,8 - 10 years,Master's degree,Woman,White
28/04/2021 14:03:07,35-44,Agriculture or Forestry,45760,3500.0,USD,,United States,Idaho,Parma,11 - 20 years,5-7 years,College degree,Woman,White
28/04/2021 14:03:08,35-44,Engineering or Manufacturing,125000,5000.0,USD,,USA,Texas,Dallas,11 - 20 years,11 - 20 years,Master's degree,Woman,White
28/04/2021 14:03:12,45-54,Engineering or Manufacturing,160000,0.0,USD,,USA,Washington,Richland,11 - 20 years,11 - 20 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
28/04/2021 14:03:16,18-24,Engineering or Manufacturing,68000,9000.0,USD,,Qatar,,Doha,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
28/04/2021 14:03:17,25-34,Nonprofits,70000,0.0,USD,,US,New York,New York,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
28/04/2021 14:03:24,35-44,Computing or Tech,108000,10800.0,USD,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,"Native American or Alaska Native, White"
28/04/2021 14:03:26,25-34,Insurance,83500,2500.0,USD,,United Sttes,California,San Francisco,8 - 10 years,8 - 10 years,College degree,Woman,White
28/04/2021 14:03:27,25-34,Property or Construction,46000,0.0,USD,,Usa,Alabama,Mobile,5-7 years,2 - 4 years,Some college,Woman,Native American or Alaska Native
28/04/2021 14:03:32,35-44,Nonprofits,17300,,USD,,USA,Georgia,Atlanta,11 - 20 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:03:33,35-44,Warehouse- Food and Beverage ,47500,4750.0,USD,,United States,Texas,Irving,8 - 10 years,5-7 years,College degree,Woman,Black or African American
28/04/2021 14:03:35,35-44,"Marketing, Advertising & PR",145000,20000.0,USD,,USA,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:03:37,35-44,Retail,35360,200.0,USD,,U.S.,California,Tustin,8 - 10 years,2 - 4 years,Some college,Woman,White
28/04/2021 14:03:42,45-54,Law Enforcement & Security,74000,0.0,USD,,UK,,Reading,11 - 20 years,11 - 20 years,Master's degree,Man,White
28/04/2021 14:03:49,35-44,Computing or Tech,129000,10000.0,USD,,USA,Illinois,Chicago,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
28/04/2021 14:04:00,35-44,Computing or Tech,42000,,USD,,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:04:02,25-34,Law,82000,14000.0,USD,,United States,Tennessee,Memphis,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
28/04/2021 14:04:05,25-34,Health care,105,15.0,USD,,usa,Indiana,Indianapolis,5-7 years,5-7 years,College degree,Woman,White
28/04/2021 14:04:06,35-44,Media & Digital,70000,,USD,,US,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
28/04/2021 14:04:13,35-44,Insurance,47425,3500.0,USD,,US,Illinois,Chicagoland,11 - 20 years,2 - 4 years,Some college,Woman,Another option not listed here or prefer not to answer
28/04/2021 14:04:20,35-44,Education (Higher Education),100200,0.0,USD,,USA,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree,Woman,White
28/04/2021 14:04:22,35-44,"Marketing, Advertising & PR",84000,12000.0,USD,,US,Colorado,Remote,11 - 20 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:04:25,35-44,Video games,95000,15000.0,USD,,United States ,Texas,Austin,8 - 10 years,5-7 years,College degree,Man,White
28/04/2021 14:04:27,25-34,"Accounting, Banking & Finance",45000,10000.0,GBP,,United Kingdom,,London,5-7 years,5-7 years,College degree,Woman,White
28/04/2021 14:04:28,45-54,Education (Higher Education),58000,7000.0,USD,,usa,Texas,Fort Worth,11 - 20 years,11 - 20 years,Master's degree,Woman,White
28/04/2021 14:04:34,25-34,Health care,138000,15000.0,USD,,United States,Indiana,Indianapolis,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
28/04/2021 14:04:40,25-34,Insurance,100000,20000.0,Other,MYR,Malaysia,,Kuala lumpur,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
28/04/2021 14:04:41,18-24,"Accounting, Banking & Finance",94000,3000.0,USD,,USA,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:04:42,25-34,Computing or Tech,77200,9000.0,USD,,Usa,Georgia,Atlanta,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
28/04/2021 14:04:53,35-44,Government and Public Administration,86000,3500.0,USD,,USA,New York,Albany,11 - 20 years,11 - 20 years,Master's degree,Woman,White
28/04/2021 14:04:54,25-34,Engineering or Manufacturing,94000,,USD,,United States,Virginia,Alexandria,5-7 years,2 - 4 years,College degree,Woman,
28/04/2021 14:05:05,25-34,Entertainment,65000,0.0,USD,,United States,California,Los Angeles,11 - 20 years,8 - 10 years,College degree,Man,White
28/04/2021 14:05:10,55-64,Utilities & Telecommunications,78292,8000.0,USD,,USA,Washington,Kennewick,31 - 40 years,31 - 40 years,College degree,Woman,White
28/04/2021 14:05:11,18-24,Engineering or Manufacturing,72000,,USD,,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:05:17,25-34,Engineering or Manufacturing,50000,0.0,EUR,,Belgium,,Sint-Niklaas,5-7 years,2 - 4 years,PhD,Woman,White
28/04/2021 14:05:18,25-34,Insurance,80000,0.0,USD,,Usa,New York,New Hyde park ,5-7 years,5-7 years,Some college,Woman,Asian or Asian American
28/04/2021 14:05:43,25-34,Education (Higher Education),35000,,GBP,,United Kingdom ,,Liverpool ,8 - 10 years,2 - 4 years,PhD,Woman,White
28/04/2021 14:05:46,25-34,Recruitment or HR,110000,10000.0,USD,,USA,Florida,Miami,8 - 10 years,8 - 10 years,College degree,Woman,Black or African American
28/04/2021 14:05:49,25-34,Entertainment,90000,9000.0,USD,,United States,Washington,Renton,11 - 20 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
28/04/2021 14:05:53,25-34,"Marketing, Advertising & PR",68000,2500.0,USD,,United States,Georgia,Atlanta,8 - 10 years,8 - 10 years,Master's degree,Woman,White
28/04/2021 14:05:56,18-24,"Marketing, Advertising & PR",83260,,USD,,US,New York,Manhattan ,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
28/04/2021 14:05:59,45-54,Computing or Tech,520000,0.0,USD,,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,College degree,Man,White
28/04/2021 14:06:01,25-34,Health care,70000,2000.0,USD,,Usa ,Utah,Salt Lake City,2 - 4 years,5-7 years,PhD,Woman,White
28/04/2021 14:06:03,25-34,Nonprofits,32900,3000.0,USD,,USA,Ohio,"Columbus, OH",5-7 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin, White"
28/04/2021 14:06:22,35-44,"Accounting, Banking & Finance",68685,10302.0,USD,,U.S.,Illinois,Schaumburg,11 - 20 years,5-7 years,College degree,Woman,White
28/04/2021 14:06:40,35-44,Computing or Tech,75000,,USD,,US,Arkansas,Little Rock,8 - 10 years,8 - 10 years,Master's degree,Man,White
28/04/2021 14:06:41,35-44,Nonprofits,58000,500.0,USD,,United States,Florida,Miami,11 - 20 years,8 - 10 years,Master's degree,Woman,White
28/04/2021 14:06:43,25-34,Engineering or Manufacturing,33280,,USD,,USA,Maine,Portland ,2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:06:52,18-24,Engineering or Manufacturing,66599,,USD,,United States,California,Los Angeles,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
28/04/2021 14:06:52,35-44,Entertainment,147000,6000.0,USD,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,Native American or Alaska Native
28/04/2021 14:07:00,25-34,Computing or Tech,250000,100000.0,USD,,USA,California,San Francisco,11 - 20 years,2 - 4 years,College degree,Woman,Asian or Asian American
28/04/2021 14:06:55,35-44,Sales,80000,15000.0,USD,,USA,California,Santa Cruz,11 - 20 years,8 - 10 years,Some college,Woman,White
28/04/2021 14:06:56,25-34,Law,51000,2500.0,USD,,USA,New York,New York ,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
28/04/2021 14:07:05,45-54,Media & Digital,66000,,USD,,United States,California,San Jose,21 - 30 years,11 - 20 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
28/04/2021 14:07:06,25-34,Social Work,41500,,USD,,USA,Washington,Tacoma,5-7 years,5-7 years,College degree,Woman,White
28/04/2021 14:07:07,35-44,Computing or Tech,95000,1500.0,USD,,US,Pennsylvania,King of Prussia,11 - 20 years,5-7 years,College degree,Woman,White
28/04/2021 14:07:10,25-34,Public Library,59000,0.0,CAD,,Canada,,Kitchener,8 - 10 years,2 - 4 years,Master's degree,Woman,White
28/04/2021 14:07:14,35-44,Law,340000,,USD,,USA,New York,New York,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
28/04/2021 14:07:15,25-34,scientific research,96000,1500.0,USD,,USA,Washington,"Richland, WA",5-7 years,5-7 years,PhD,Woman,White
28/04/2021 14:07:27,25-34,Utilities & Telecommunications,115500,0.0,USD,,United States ,California,Concord,5-7 years,5-7 years,College degree,Woman,"Asian or Asian American, White, Another option not listed here or prefer not to answer"
28/04/2021 14:07:36,18-24,Education (Higher Education),58000,,USD,,US ,California,San Francisco ,5-7 years,2 - 4 years,,Woman,Asian or Asian American
28/04/2021 14:07:48,25-34,Computing or Tech,90909,9091.0,USD,,United States,Illinois,O'Fallon,11 - 20 years,8 - 10 years,College degree,Woman,White
28/04/2021 14:07:51,25-34,Engineering or Manufacturing,58000,1000.0,CAD,,Canada,,"Halifax, Nova Scotia",2 - 4 years,2 - 4 years,College degree,Woman,White
28/04/2021 14:07:52,25-34,Sales,45000,3000.0,USD,,USA,Texas,Austin,8 - 10 years,8 - 10 years,College degree,Woman,White
28/04/2021 14:07:53,25-34,Engineering or Manufacturing,80000,14000.0,USD,,US,North Carolina,Asheville,8 - 10 years,8 - 10 years,College degree,Woman,White
28/04/2021 14:08:23,25-34,Art & Design,82000,4000.0,USD,,United States,New York,Brooklyn,5-7 years,5-7 years,Master's degree,Woman,White
28/04/2021 14:08:25,45-54,Education (Primary/Secondary),99745,0.0,USD,,United States,Pennsylvania,Pottstown,21 - 30 years,21 - 30 years,Master's degree,Woman,White
28/04/2021 14:08:33,35-44,"Marketing, Advertising & PR",140000,5000.0,USD,,US,Texas,Austin,11 - 20 years,11 - 20 years,College degree,Man,White
